,name,percent,category,produce,supply,img_url,580
436,펑키 블랜더 프리저브스 체리,8.0%,수입 맥주 와일드 에일,CASEY BREWING AND BLENDING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/157.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%91%E1%85%A5%E1%86%BC%E1%84%8F%E1%85%B5-%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%A5-%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A5%E1%84%87%E1%85%B3%E1%84%89%E1%85%B3-%E1%84%8E%E1%85%A6%E1%84%85%E1%85%B5.png,559.0
437,펑키 블랜더 체리,7.0%,수입 맥주 세종,CASEY BREWING AND BLENDING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/156.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%91%E1%85%A5%E1%86%BC%E1%84%8F%E1%85%B5-%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%A5-%E1%84%8E%E1%85%A6%E1%84%85%E1%85%B5.png,559.0
438,펑크 블렌더 프리저브스 플럼 뀌베,7.0%,수입 맥주 와일드 에일,CASEY BREWING AND BLENDING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/155.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%91%E1%85%A5%E1%86%BC%E1%84%8F%E1%85%B5-%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A6%E1%86%AB%E1%84%83%E1%85%A5-%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A5%E1%84%87%E1%85%B3%E1%84%89%E1%85%B3-%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5%E1%86%B7-%E1%84%81%E1%85%B1%E1%84%87%E1%85%A6.png,559.0
439,펑크 드루페,5.5%,수입 맥주 세종,BRASSERIE DUNHAM,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/154.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%91%E1%85%A5%E1%86%BC%E1%84%8F%E1%85%B3-%E1%84%83%E1%85%B3%E1%84%85%E1%85%AE%E1%84%91%E1%85%A6.png,559.0
440,파스크,5.5%,수입 맥주 IPA,BRASSERIE DUNHAM,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/152.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%91%E1%85%A1%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3.png,559.0
441,트로피카 아이피에이,6.0%,수입 맥주 IPA,FOUR WINDS BREWING CO.,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/151.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%90%E1%85%B3%E1%84%85%E1%85%A9%E1%84%91%E1%85%B5%E1%84%8F%E1%85%A1_%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%B5%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5.png,559.0
442,클레어보이언스,7.0%,수입 맥주 세종,FOUR WINDS BREWING CO.,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/150.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A6%E1%84%8B%E1%85%A5%E1%84%87%E1%85%A9%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A5%E1%86%AB%E1%84%89%E1%85%B3.png,559.0
443,크리켓츠 필스너,5.1%,수입 맥주 쾰쉬,OTHER HALF BREWING COMPANY INC,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/149.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A6%E1%86%BA%E1%84%8E%E1%85%B3_%E1%84%91%E1%85%B5%E1%86%AF%E1%84%89%E1%85%B3%E1%84%82%E1%85%A5.png,559.0
444,코코아 카다몸,9.8%,수입 맥주 와일드 에일,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/147.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A9%E1%84%8F%E1%85%A9%E1%84%8B%E1%85%A1_%E1%84%8F%E1%85%A1%E1%84%83%E1%85%A1%E1%84%86%E1%85%A9%E1%86%B7.png,559.0
445,코스탈 고제,7.3%,수입 맥주 고제,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/146.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A1%E1%86%AF-%E1%84%80%E1%85%A9%E1%84%8C%E1%85%A6.png,559.0
446,코랄 호라이즌,8.0%,수입 맥주 와일드 에일,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/145.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A9%E1%84%85%E1%85%A1%E1%86%AF-%E1%84%92%E1%85%A9%E1%84%85%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B3%E1%86%AB.png,559.0
447,켄터키 피치,9.2%,수입 맥주 와일드 에일,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/144.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A6%E1%86%AB%E1%84%90%E1%85%A5%E1%84%8F%E1%85%B5-%E1%84%91%E1%85%B5%E1%84%8E%E1%85%B5.png,559.0
448,컨템퍼러리 패션,12.2%,수입 맥주 프루트 비어,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/143.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A5%E1%86%AB%E1%84%90%E1%85%A6%E1%86%B7%E1%84%91%E1%85%A5%E1%84%85%E1%85%A5%E1%84%85%E1%85%B5_%E1%84%91%E1%85%A2%E1%84%89%E1%85%A7%E1%86%AB.png,559.0
449,카메라드스키 발사미코,12.5%,수입 맥주 임페리얼 스타우트,BROUWERIJ 'T VERZET,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/142.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8F%E1%85%A1%E1%84%86%E1%85%A6%E1%84%85%E1%85%A1%E1%84%83%E1%85%B3%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B5-%E1%84%87%E1%85%A1%E1%86%AF%E1%84%89%E1%85%A1%E1%84%86%E1%85%B5%E1%84%8F%E1%85%A9.png,559.0
450,쳐블스,10.0%,수입 맥주 더블 IPA,CLOUDWATER BREW CO,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/141.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8E%E1%85%A7%E1%84%87%E1%85%B3%E1%86%AF%E1%84%89%E1%85%B3.png,559.0
451,체리오퍼리스,7.3%,수입 맥주 세종,FOUR WINDS BREWING CO.,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/140.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8E%E1%85%A6%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A9%E1%84%91%E1%85%A5%E1%84%85%E1%85%B5%E1%84%89%E1%85%B3.png,559.0
452,적터퍼스,6.5%,수입 맥주 IPA,FOUR WINDS BREWING CO.,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/139.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8C%E1%85%A5%E1%86%A8%E1%84%90%E1%85%A5%E1%84%91%E1%85%A5%E1%84%89%E1%85%B3.png,559.0
453,웨딩즈,6.5%,수입 맥주 IPA,BRASSERIE DUNHAM,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/138.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%B0%E1%84%83%E1%85%B5%E1%86%BC%E1%84%8C%E1%85%B3.png,559.0
454,원 웨이 오어 언아더,7.7%,수입 맥주 와일드 에일,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/137.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%AF%E1%86%AB-%E1%84%8B%E1%85%B0%E1%84%8B%E1%85%B5-%E1%84%8B%E1%85%A9%E1%84%8B%E1%85%A5-%E1%84%8B%E1%85%A5%E1%86%AB%E1%84%8B%E1%85%A1%E1%84%83%E1%85%A5.png,559.0
455,우프 우프,6.5%,수입 맥주 람빅,ANTIDOOT,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/136.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%AE%E1%84%91%E1%85%B3-%E1%84%8B%E1%85%AE%E1%84%91%E1%85%B3.png,559.0
456,올라즈,8.5%,수입 맥주 와일드 에일,TOMMIE SJEF WILD ALES,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/134.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%86%AF%E1%84%85%E1%85%A1%E1%84%8C%E1%85%B3.png,559.0
457,올 리와카 애브리팅,8.5%,수입 맥주 더블 IPA,OTHER HALF BREWING COMPANY INC,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/133.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%86%AF-%E1%84%85%E1%85%B5%E1%84%8B%E1%85%AA%E1%84%8F%E1%85%A1-%E1%84%8B%E1%85%A2%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%BC.png,559.0
458,올 그린 애브리팅,10.5%,수입 맥주 더블 IPA,OTHER HALF BREWING COMPANY INC,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/132.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%86%AF_%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB_%E1%84%8B%E1%85%A2%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%BC.png,559.0
459,오미자 베리,8.2%,수입 맥주 사워,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/131.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%84%86%E1%85%B5%E1%84%8C%E1%85%A1_%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png,559.0
460,오드 크릭,6.5%,수입 맥주 람빅,DE OUDE CAM,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/130.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%84%83%E1%85%B3-%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%A8.png,559.0
461,오드 브루인 라스베리,6.0%,수입 맥주 사워,BROUWERIJ 'T VERZET,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/129.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A9%E1%84%83%E1%85%B3-%E1%84%87%E1%85%B3%E1%84%85%E1%85%AE%E1%84%8B%E1%85%B5%E1%86%AB-%E1%84%85%E1%85%A1%E1%84%89%E1%85%B3%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png,559.0
462,오...,6.0%,수입 맥주 IPA,OTHER HALF BREWING COMPANY INC,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/128._%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF%E1%84%8C%E1%85%AE_%E1%84%8B%E1%85%A9_.png,559.0
463,엘리엇 아이피에이,6.6%,수입 맥주 IPA,EX NOVO BREWING COMPANY,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/127.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A6%E1%86%AF%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A5%E1%86%BA-%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%91%E1%85%B5%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5.png,559.0
464,엔사이클로피디아 보테니카,8.5%,수입 맥주 고제,CASCADE BREWING,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/126._%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF%E1%84%8C%E1%85%AE_%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A9%E1%84%91%E1%85%B5%E1%84%83%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%87%E1%85%A9%E1%84%90%E1%85%A6%E1%84%82%E1%85%B5%E1%84%8F%E1%85%A1.png,559.0
465,에드나,6.5%,수입 맥주 와일드 에일,FOUR WINDS BREWING CO.,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/125.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A6%E1%84%83%E1%85%B3%E1%84%82%E1%85%A1.png,559.0
466,어퍼튜어,5.2%,수입 맥주 페일 에일,EX NOVO BREWING COMPANY,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/124.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A5%E1%84%91%E1%85%A5%E1%84%90%E1%85%B2%E1%84%8B%E1%85%A5.png,559.0
467,어퍼케이스,9.0%,수입 맥주 더블 IPA,CLOUDWATER BREW CO,어메이징스플래시인터내셔널,https://cdn.veluga.kr/files/supplier/undefined/drinks/123.%E1%84%8B%E1%85%A5%E1%84%86%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%84%89%E1%85%B5%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%90%E1%85%A5%E1%84%82%E1%85%A2%E1%84%89%E1%85%A7%E1%84%82%E1%85%A5%E1%86%AF_%E1%84%8B%E1%85%A5%E1%84%91%E1%85%A5%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B3.png,559.0
