,name,percent,category,produce,supply,img_url
187,마리브리자드 피치,18.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/11._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%91%E1%85%B5%E1%84%8E%E1%85%B5.png
188,마리브리자드 스트로베리,18.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/10._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%85%E1%85%A9%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png
189,마리브리자드 라즈베리,16.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/9._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8C%E1%85%B3%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png
190,마리브리자드 아마레또,28.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/8._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A1%E1%84%86%E1%85%A1%E1%84%85%E1%85%A6%E1%84%84%E1%85%A9.png
191,마리브리자드 카시스,20.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/7._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A1%E1%84%89%E1%85%B5%E1%84%89%E1%85%B3.png
192,마리브리자드 민트 화이트,23.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/6._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3_%E1%84%92%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%90%E1%85%B3.png
193,마리브리자드 민트그린,25.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/5._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB.png
194,마리브리자드 카페,25.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/4._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A1%E1%84%91%E1%85%A6.png
195,마리브리자드 오렌지 큐라소,30.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/3._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%A6%E1%86%AB%E1%84%8C%E1%85%B5_%E1%84%8F%E1%85%B2%E1%84%85%E1%85%A1%E1%84%89%E1%85%A9.png
196,마리브리자드 카카오 브라운,25.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/2._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%A9_%E1%84%87%E1%85%B3%E1%84%85%E1%85%A1%E1%84%8B%E1%85%AE%E1%86%AB.png
197,마리브리자드 카카오 화이트,25.0%,리큐르,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/1._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A1%E1%84%8B%E1%85%A9_%E1%84%92%E1%85%AA%E1%84%8B%E1%85%B5%E1%84%90%E1%85%B3.png
198,가야 그라파 바르바레스코,42.0%,리큐르,Gaja,신동와인,https://cdn.veluga.kr/files/supplier/undefined/drinks/151.%E1%84%89%E1%85%B5%E1%86%AB%E1%84%83%E1%85%A9%E1%86%BC%E1%84%8B%E1%85%AA%E1%84%8B%E1%85%B5%E1%86%AB_%E1%84%80%E1%85%A1%E1%84%8B%E1%85%A3-%E1%84%80%E1%85%B3%E1%84%85%E1%85%A1%E1%84%91%E1%85%A1-%E1%84%87%E1%85%A1%E1%84%85%E1%85%B3%E1%84%87%E1%85%A1%E1%84%85%E1%85%A6%E1%84%89%E1%85%B3%E1%84%8F%E1%85%A9.png
199,미도리,20.0%,리큐르,MIDORI,빔산토리코리아,https://cdn.veluga.kr/files/supplier/146/drinks/beamsantory_midori.png
200,베일리스 스트로베리향 크림,17.0%,리큐르,DIAGEO BAILEYS GLOBAL SUPPLY,디아지오코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/86.%E1%84%83%E1%85%B5%E1%84%8B%E1%85%A1%E1%84%8C%E1%85%B5%E1%84%8B%E1%85%A9%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%87%E1%85%A6%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%89%E1%85%B3_%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%85%E1%85%A9%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5%E1%84%92%E1%85%A3%E1%86%BC_%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%B7.png
201,베일리스,17.0%,리큐르,DIAGEO BAILEYS GLOBAL SUPPLY,디아지오코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/85.%E1%84%83%E1%85%B5%E1%84%8B%E1%85%A1%E1%84%8C%E1%85%B5%E1%84%8B%E1%85%A9%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%87%E1%85%A6%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%89%E1%85%B3.png
202,리카,45.0%,리큐르,RICARD S.A.S,페르노리카코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/15._%E1%84%91%E1%85%A6%E1%84%85%E1%85%B3%E1%84%82%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A1.png
203,깔루아 에스프레소 마티니,4.5%,리큐르,REFRESCO BENELUX BV,페르노리카코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/3._%E1%84%91%E1%85%A6%E1%84%85%E1%85%B3%E1%84%82%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%81%E1%85%A1%E1%86%AF%E1%84%85%E1%85%AE%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%A6%E1%84%89%E1%85%B3%E1%84%91%E1%85%B3%E1%84%85%E1%85%A6%E1%84%89%E1%85%A9_%E1%84%86%E1%85%A1%E1%84%90%E1%85%B5%E1%84%82%E1%85%B5.png
204,깔루아 민트모카,20.0%,리큐르,"PERNOD RICARD USA, LLC",페르노리카코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/2._%E1%84%91%E1%85%A6%E1%84%85%E1%85%B3%E1%84%82%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%81%E1%85%A1%E1%86%AF%E1%84%85%E1%85%AE%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%90%E1%85%B3%E1%84%86%E1%85%A9%E1%84%8F%E1%85%A1.png
205,깔루아,20.0%,리큐르,"PERNOD RICARD USA, LLC",페르노리카코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/1._%E1%84%91%E1%85%A6%E1%84%85%E1%85%B3%E1%84%82%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%81%E1%85%A1%E1%86%AF%E1%84%85%E1%85%AE%E1%84%8B%E1%85%A1.png
